english,tamil,category,tamil_category
orthopaedic surgeon,எலும்பு முடநீக்கியல் மருத்துவர்,General Med,மருத்துவவியல்
orthopaedic surgery,முடநீக்கு அறுவையியல்,General Med,மருத்துவவியல்
orthopaedics,முடநீக்கியல்,General Med,மருத்துவவியல்
orthophoric eyes,சமநிலை விழிகள்,General Med,மருத்துவவியல்
orthopnoea,படுக்கை மூச்சிரைப்பு,General Med,மருத்துவவியல்
orthosis,கால்சிம்புகள்,General Med,மருத்துவவியல்
orthotists,"செயற்கைக் கால், சிறப்புக் காலணிகள் செய்வோர்",General Med,மருத்துவவியல்
orthotopic liver transplantation,(இயல் இடத்தில்) மாற்று கல்லீரல் பொருத்துதல்,General Med,மருத்துவவியல்
os of cervix,கருப்பைக் கழுத்து வாய்,General Med,மருத்துவவியல்
os trigonum,முக்கோணவென்பு,General Med,மருத்துவவியல்
osmosis,சவ்வூடுப்பரவுதல்,General Med,மருத்துவவியல்
osmotic diuresis,சவ்வூடுப்பரவலால் சிறுநீர்ப் பெருகுதல்,General Med,மருத்துவவியல்
osmotic pressure regulation,சவ்வூடுப்பரவல் வழி அழுத்தச் சீராக்கம்,General Med,மருத்துவவியல்
